Site,Treatment,Plot,Trap,Species,Family,Growthform,Dispersalmode,SuccessionalStage,SeedSize,seedsSum,seedSizeCat,Seed_deposition_rate
EC,P,A,0,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,699,<5 mm trees,932
EC,P,A,0,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,78,shrubs,104
EC,P,A,0,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,18,<5 mm trees,24
EC,P,A,0,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,176,<5 mm trees,234.6666667
EC,P,A,0,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,A,0,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,A,0,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,71,<5 mm trees,94.66666667
EC,P,A,0,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,18,<5 mm trees,24
EC,P,A,0,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,A,0,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,70,shrubs,93.33333333
EC,P,A,0,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,4,shrubs,5.333333333
EC,P,A,0,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,A,0,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,35,shrubs,46.66666667
EC,P,A,3,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,29,shrubs,38.66666667
EC,P,A,3,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,11,shrubs,14.66666667
EC,P,A,3,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,102,<5 mm trees,136
EC,P,A,3,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,7,<5 mm trees,9.333333333
EC,P,A,3,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,2,5-10 mm trees,2.666666667
EC,P,A,3,FIC_AME,Moraceae,CT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
EC,P,A,3,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,583,<5 mm trees,777.3333333
EC,P,A,3,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,33,shrubs,44
EC,P,A,3,ING_EDU,Fabaceae,CT,Animal-dispersed,Late,3,1,>10 mm trees,1.333333333
EC,P,A,3,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,25,<5 mm trees,33.33333333
EC,P,A,3,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,132,<5 mm trees,176
EC,P,A,3,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,A,3,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,4,shrubs,5.333333333
EC,P,A,3,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,48,<5 mm trees,64
EC,P,A,3,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,39,<5 mm trees,52
EC,P,A,3,PIP_CRA,Piperaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,A,3,PIP_HIS,Piperaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,A,3,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,4,shrubs,5.333333333
EC,P,A,3,SOL_ATU,Solanaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,A,3,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,A,3,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
EC,P,A,3,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,102,shrubs,136
EC,P,A,3,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,4,shrubs,5.333333333
EC,P,A,3,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
EC,P,A,3,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,A,3,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,41,shrubs,54.66666667
EC,P,A,7.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,20,shrubs,26.66666667
EC,P,A,7.5,CAL_CAL,Fabaceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
EC,P,A,7.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,12,shrubs,16
EC,P,A,7.5,CAR_CAU,Caricaceae,UT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,A,7.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,115,<5 mm trees,153.3333333
EC,P,A,7.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,4,<5 mm trees,5.333333333
EC,P,A,7.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,8,5-10 mm trees,10.66666667
EC,P,A,7.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,627,<5 mm trees,836
EC,P,A,7.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,22,shrubs,29.33333333
EC,P,A,7.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,42,<5 mm trees,56
EC,P,A,7.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,77,<5 mm trees,102.6666667
EC,P,A,7.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
EC,P,A,7.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,51,<5 mm trees,68
EC,P,A,7.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,8,<5 mm trees,10.66666667
EC,P,A,7.5,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,A,7.5,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,2,shrubs,2.666666667
EC,P,A,7.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
EC,P,A,7.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,6,shrubs,8
EC,P,A,7.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,32,shrubs,42.66666667
EC,P,B,1,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,16,shrubs,21.33333333
EC,P,B,1,CAR_CAU,Caricaceae,UT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,B,1,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,27,<5 mm trees,36
EC,P,B,1,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,10,<5 mm trees,13.33333333
EC,P,B,1,CON_TEN,Melastomataceae,Shrub,Animal-dispersed,Late,1,390,shrubs,520
EC,P,B,1,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,B,1,FIC_HAR,Moraceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,B,1,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,369,<5 mm trees,492
EC,P,B,1,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,17,shrubs,22.66666667
EC,P,B,1,ING_EDU,Fabaceae,CT,Animal-dispersed,Late,3,2,>10 mm trees,2.666666667
EC,P,B,1,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,15,<5 mm trees,20
EC,P,B,1,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,51,<5 mm trees,68
EC,P,B,1,MIC_SCH,Melastomataceae,UT,Animal-dispersed,Early,1,1300,<5 mm trees,1733.333333
EC,P,B,1,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,B,1,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,21,<5 mm trees,28
EC,P,B,1,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,B,1,PSY_OFF,Rubiaceae,Shrub,Animal-dispersed,Early,NA,1,shrubs,1.333333333
EC,P,B,1,RUA_GLA,Meliaceae,CT,Animal-dispersed,Late,3,1,>10 mm trees,1.333333333
EC,P,B,1,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,B,1,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,B,1,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
EC,P,B,1,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,199,shrubs,265.3333333
EC,P,B,2.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,5,shrubs,6.666666667
EC,P,B,2.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,60,<5 mm trees,80
EC,P,B,2.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,5,<5 mm trees,6.666666667
EC,P,B,2.5,CON_TEN,Melastomataceae,Shrub,Animal-dispersed,Late,1,30,shrubs,40
EC,P,B,2.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,7,5-10 mm trees,9.333333333
EC,P,B,2.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,233,<5 mm trees,310.6666667
EC,P,B,2.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
EC,P,B,2.5,ING_EDU,Fabaceae,CT,Animal-dispersed,Late,3,1,>10 mm trees,1.333333333
EC,P,B,2.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,11,<5 mm trees,14.66666667
EC,P,B,2.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,39,<5 mm trees,52
EC,P,B,2.5,MIC_SCH,Melastomataceae,UT,Animal-dispersed,Early,1,130,<5 mm trees,173.3333333
EC,P,B,2.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,3,<5 mm trees,4
EC,P,B,2.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,B,2.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,29,<5 mm trees,38.66666667
EC,P,B,2.5,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,B,2.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,B,2.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,10,shrubs,13.33333333
EC,P,B,2.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,14,shrubs,18.66666667
EC,P,B,2.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
EC,P,B,2.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,172,shrubs,229.3333333
EC,P,B,4.5,ARD_STA,Primulaceae,Shrub,Animal-dispersed,Late,2,1,shrubs,1.333333333
EC,P,B,4.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,12,shrubs,16
EC,P,B,4.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,21,<5 mm trees,28
EC,P,B,4.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
EC,P,B,4.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,B,4.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,6,5-10 mm trees,8
EC,P,B,4.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,315,<5 mm trees,420
EC,P,B,4.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,146,shrubs,194.6666667
EC,P,B,4.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,25,<5 mm trees,33.33333333
EC,P,B,4.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,44,<5 mm trees,58.66666667
EC,P,B,4.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,B,4.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,30,<5 mm trees,40
EC,P,B,4.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,B,4.5,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,B,4.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,B,4.5,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
EC,P,B,4.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,10,shrubs,13.33333333
EC,P,B,4.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
EC,P,B,4.5,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,B,4.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,199,shrubs,265.3333333
EC,P,C,3,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,75,shrubs,100
EC,P,C,3,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,10,shrubs,13.33333333
EC,P,C,3,CAR_CAU,Caricaceae,UT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,C,3,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,57,<5 mm trees,76
EC,P,C,3,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,C,3,CON_TEN,Melastomataceae,Shrub,Animal-dispersed,Late,1,60,shrubs,80
EC,P,C,3,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,2,5-10 mm trees,2.666666667
EC,P,C,3,FIC_HAR,Moraceae,CT,Animal-dispersed,Both,1,10,<5 mm trees,13.33333333
EC,P,C,3,FRA_PEN,Rhamnaceae,UT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,C,3,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,371,<5 mm trees,494.6666667
EC,P,C,3,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,25,shrubs,33.33333333
EC,P,C,3,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,31,<5 mm trees,41.33333333
EC,P,C,3,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,121,<5 mm trees,161.3333333
EC,P,C,3,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,C,3,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,C,3,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,35,<5 mm trees,46.66666667
EC,P,C,3,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,C,3,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,C,3,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,C,3,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,C,3,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,90,shrubs,120
EC,P,C,3,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,22,shrubs,29.33333333
EC,P,C,3,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,22,shrubs,29.33333333
EC,P,C,5.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,45,shrubs,60
EC,P,C,5.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,12,shrubs,16
EC,P,C,5.5,CAR_CAU,Caricaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,C,5.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,17,<5 mm trees,22.66666667
EC,P,C,5.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,C,5.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,C,5.5,HAM_APP,Malvaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,C,5.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,273,<5 mm trees,364
EC,P,C,5.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,40,shrubs,53.33333333
EC,P,C,5.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,47,<5 mm trees,62.66666667
EC,P,C,5.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,155,<5 mm trees,206.6666667
EC,P,C,5.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,C,5.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,11,shrubs,14.66666667
EC,P,C,5.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,27,<5 mm trees,36
EC,P,C,5.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,3,<5 mm trees,4
EC,P,C,5.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
EC,P,C,5.5,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,C,5.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
EC,P,C,5.5,TRI_BOG,Malvaceae,Shrub,Animal-dispersed,Early,NA,22,shrubs,29.33333333
EC,P,C,5.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,59,shrubs,78.66666667
EC,P,C,5.5,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,6,<5 mm trees,8
EC,P,C,5.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,27,shrubs,36
EC,P,C,6,ALL_PSI,Sapindaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
EC,P,C,6,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,38,shrubs,50.66666667
EC,P,C,6,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,14,shrubs,18.66666667
EC,P,C,6,CAR_CAU,Caricaceae,UT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
EC,P,C,6,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,24,<5 mm trees,32
EC,P,C,6,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,17,<5 mm trees,22.66666667
EC,P,C,6,CUP_RUF,Sapindaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
EC,P,C,6,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,1,5-10 mm trees,1.333333333
EC,P,C,6,FRA_PEN,Rhamnaceae,UT,Animal-dispersed,Early,1,7,<5 mm trees,9.333333333
EC,P,C,6,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,323,<5 mm trees,430.6666667
EC,P,C,6,ING_EDU,Fabaceae,CT,Animal-dispersed,Late,3,1,>10 mm trees,1.333333333
EC,P,C,6,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,20,<5 mm trees,26.66666667
EC,P,C,6,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,179,<5 mm trees,238.6666667
EC,P,C,6,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,C,6,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
EC,P,C,6,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,60,<5 mm trees,80
EC,P,C,6,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
EC,P,C,6,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
EC,P,C,6,TRI_BOG,Malvaceae,Shrub,Animal-dispersed,Early,NA,37,shrubs,49.33333333
EC,P,C,6,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,76,shrubs,101.3333333
EC,P,C,6,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,3,<5 mm trees,4
EC,P,C,6,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,C,6,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,39,shrubs,52
EC,P,D,0,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,47,shrubs,62.66666667
EC,P,D,0,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,57,<5 mm trees,76
EC,P,D,0,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,3,<5 mm trees,4
EC,P,D,0,COR_ERI,Boraginaceae,CT,Animal-dispersed,Late,2,3,5-10 mm trees,4
EC,P,D,0,FRA_PEN,Rhamnaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,D,0,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,248,<5 mm trees,330.6666667
EC,P,D,0,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,71,shrubs,94.66666667
EC,P,D,0,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,19,<5 mm trees,25.33333333
EC,P,D,0,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,112,<5 mm trees,149.3333333
EC,P,D,0,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,D,0,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,D,0,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,17,<5 mm trees,22.66666667
EC,P,D,0,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
EC,P,D,0,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,D,0,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
EC,P,D,0,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,45,shrubs,60
EC,P,D,0,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,D,0,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,34,shrubs,45.33333333
EC,P,D,1,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,58,shrubs,77.33333333
EC,P,D,1,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,59,<5 mm trees,78.66666667
EC,P,D,1,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
EC,P,D,1,FIC_COL,Moraceae,CT,Animal-dispersed,Both,1,10,<5 mm trees,13.33333333
EC,P,D,1,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,238,<5 mm trees,317.3333333
EC,P,D,1,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,9,shrubs,12
EC,P,D,1,ING_EDU,Fabaceae,CT,Animal-dispersed,Late,3,2,>10 mm trees,2.666666667
EC,P,D,1,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,30,<5 mm trees,40
EC,P,D,1,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,110,<5 mm trees,146.6666667
EC,P,D,1,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,D,1,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,16,<5 mm trees,21.33333333
EC,P,D,1,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,18,shrubs,24
EC,P,D,1,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
EC,P,D,1,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
EC,P,D,1,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,28,shrubs,37.33333333
EC,P,D,1,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
EC,P,D,1,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,51,shrubs,68
EC,P,D,6.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,44,shrubs,58.66666667
EC,P,D,6.5,CAL_CAL,Fabaceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
EC,P,D,6.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,8,shrubs,10.66666667
EC,P,D,6.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,50,<5 mm trees,66.66666667
EC,P,D,6.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,D,6.5,CLI_ANC,Asteraceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,D,6.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
EC,P,D,6.5,GON_ROS,Rubiaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
EC,P,D,6.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,277,<5 mm trees,369.3333333
EC,P,D,6.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,24,shrubs,32
EC,P,D,6.5,ING_EDU,Fabaceae,CT,Animal-dispersed,Late,3,2,>10 mm trees,2.666666667
EC,P,D,6.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,18,<5 mm trees,24
EC,P,D,6.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,130,<5 mm trees,173.3333333
EC,P,D,6.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
EC,P,D,6.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,D,6.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,14,<5 mm trees,18.66666667
EC,P,D,6.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
EC,P,D,6.5,PIP_CRA,Piperaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,D,6.5,PIP_HIS,Piperaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,D,6.5,SIP_GES,Siparunaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
EC,P,D,6.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
EC,P,D,6.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
